metric,condition,conditional_probability
Glucose [Mass/volume] in Blood,Alcoholism,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Dystonia (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Retention of urine (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Spasticity (finding),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Rupture of patellar tendon,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Complication occuring during pregnancy,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Epilepsy (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Pain (finding),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Unable to swallow saliva (finding),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Rupture of appendix,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Pulmonic valve stenosis (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Transformed migraine (disorder),6.557377049180328e-05
Cholesterol [Mass/volume] in Serum or Plasma,Medication review due (situation),0.19287777917347068
Cholesterol [Mass/volume] in Serum or Plasma,Stress (finding),0.08956161286270568
Cholesterol [Mass/volume] in Serum or Plasma,Full-time employment (finding),0.07838211279989951
Cholesterol [Mass/volume] in Serum or Plasma,Gingivitis (disorder),0.07153623916593393
Cholesterol [Mass/volume] in Serum or Plasma,Part-time employment (finding),0.05212912950634342
Cholesterol [Mass/volume] in Serum or Plasma,Limited social contact (finding),0.03196834568521543
Cholesterol [Mass/volume] in Serum or Plasma,Social isolation (finding),0.030649415902524808
Cholesterol [Mass/volume] in Serum or Plasma,Not in labor force (finding),0.02876523049868107
Cholesterol [Mass/volume] in Serum or Plasma,Victim of intimate partner abuse (finding),0.020663233262152997
Cholesterol [Mass/volume] in Serum or Plasma,Gingival disease (disorder),0.020537620901896748
Cholesterol [Mass/volume] in Serum or Plasma,Viral sinusitis (disorder),0.019407109659590503
Cholesterol [Mass/volume] in Serum or Plasma,Reports of violence in the environment (finding),0.016266800653184272
Cholesterol [Mass/volume] in Serum or Plasma,Primary dental caries (disorder),0.013817359628187413
Cholesterol [Mass/volume] in Serum or Plasma,Received higher education (finding),0.013314910187162417
Cholesterol [Mass/volume] in Serum or Plasma,Body mass index 30+ - obesity (finding),0.012498429845496798
Cholesterol [Mass/volume] in Serum or Plasma,Unemployed (finding),0.012058786584599924
Cholesterol [Mass/volume] in Serum or Plasma,Essential hypertension (disorder),0.010111795000628062
Cholesterol [Mass/volume] in Serum or Plasma,Anemia (disorder),0.010048988820499937
Cholesterol [Mass/volume] in Serum or Plasma,Prediabetes,0.009734957919859314
Cholesterol [Mass/volume] in Serum or Plasma,Acute viral pharyngitis (disorder),0.00954653937947494
Cholesterol [Mass/volume] in Serum or Plasma,Acute bronchitis (disorder),0.008416028137168697
Cholesterol [Mass/volume] in Serum or Plasma,Normal pregnancy,0.0077251601557593265
Cholesterol [Mass/volume] in Serum or Plasma,Metabolic syndrome X (disorder),0.007097098354478081
Cholesterol [Mass/volume] in Serum or Plasma,Lack of access to transportation (finding),0.006343424192940586
Cholesterol [Mass/volume] in Serum or Plasma,Transport problem (finding),0.006343424192940586
Cholesterol [Mass/volume] in Serum or Plasma,Ischemic heart disease (disorder),0.005401331491018717
Cholesterol [Mass/volume] in Serum or Plasma,Abnormal findings diagnostic imaging heart+coronary circulat (finding),0.005401331491018717
Cholesterol [Mass/volume] in Serum or Plasma,Infection of tooth (disorder),0.005338525310890591
Cholesterol [Mass/volume] in Serum or Plasma,Has a criminal record (finding),0.005338525310890591
Cholesterol [Mass/volume] in Serum or Plasma,Past pregnancy history of miscarriage (situation),0.004961688230121844
Cholesterol [Mass/volume] in Serum or Plasma,Unhealthy alcohol drinking behavior (finding),0.00477326968973747
Cholesterol [Mass/volume] in Serum or Plasma,Hyperlipidemia,0.004710463509609346
Cholesterol [Mass/volume] in Serum or Plasma,Chronic pain (finding),0.004522044969224971
Cholesterol [Mass/volume] in Serum or Plasma,Disorder of kidney due to diabetes mellitus (disorder),0.004522044969224971
Cholesterol [Mass/volume] in Serum or Plasma,Diabetes mellitus type 2 (disorder),0.004459238789096847
Cholesterol [Mass/volume] in Serum or Plasma,Chronic low back pain (finding),0.004333626428840598
Cholesterol [Mass/volume] in Serum or Plasma,Hypertriglyceridemia (disorder),0.004333626428840598
Cholesterol [Mass/volume] in Serum or Plasma,Chronic sinusitis (disorder),0.004333626428840598
Cholesterol [Mass/volume] in Serum or Plasma,Severe anxiety (panic) (finding),0.004270820248712473
Cholesterol [Mass/volume] in Serum or Plasma,Chronic kidney disease stage 1 (disorder),0.004145207888456224
Cholesterol [Mass/volume] in Serum or Plasma,Microalbuminuria due to type 2 diabetes mellitus (disorder),0.0040824017083280996
Cholesterol [Mass/volume] in Serum or Plasma,Risk activity involvement (finding),0.004019595528199975
Cholesterol [Mass/volume] in Serum or Plasma,Loss of teeth (disorder),0.0039567893480718505
Cholesterol [Mass/volume] in Serum or Plasma,Chronic kidney disease stage 2 (disorder),0.0038939831679437255
Cholesterol [Mass/volume] in Serum or Plasma,Loose dental filling (finding),0.003517146087174978
Cholesterol [Mass/volume] in Serum or Plasma,Leaking dental filling (finding),0.0034543399070468533
Cholesterol [Mass/volume] in Serum or Plasma,Dental filling lost (finding),0.0034543399070468533
Cholesterol [Mass/volume] in Serum or Plasma,Fractured dental filling (finding),0.0033915337269187287
Cholesterol [Mass/volume] in Serum or Plasma,Housing unsatisfactory (finding),0.003328727546790604
Cholesterol [Mass/volume] in Serum or Plasma,Proteinuria due to type 2 diabetes mellitus (disorder),0.003203115186534355
Cholesterol [Mass/volume] in Serum or Plasma,Chronic kidney disease stage 3 (disorder),0.0029518904660218565
Cholesterol [Mass/volume] in Serum or Plasma,History of coronary artery bypass grafting (situation),0.0028262781057656074
Cholesterol [Mass/volume] in Serum or Plasma,Refugee (person),0.0027006657455093583
Cholesterol [Mass/volume] in Serum or Plasma,Received certificate of high school equivalency (finding),0.0027006657455093583
Cholesterol [Mass/volume] in Serum or Plasma,Chronic neck pain (finding),0.0024494410249968597
Cholesterol [Mass/volume] in Serum or Plasma,Drug overdose,0.0024494410249968597
Cholesterol [Mass/volume] in Serum or Plasma,Laceration - injury (disorder),0.0024494410249968597
Cholesterol [Mass/volume] in Serum or Plasma,Sprain (morphologic abnormality),0.002386634844868735
Cholesterol [Mass/volume] in Serum or Plasma,History of tubal ligation (situation),0.002198216304484361
Cholesterol [Mass/volume] in Serum or Plasma,Hyperglycemia (disorder),0.0021354101243562366
Cholesterol [Mass/volume] in Serum or Plasma,Misuses drugs (finding),0.0021354101243562366
Cholesterol [Mass/volume] in Serum or Plasma,History of myocardial infarction (situation),0.0021354101243562366
Cholesterol [Mass/volume] in Serum or Plasma,Polyp of colon,0.002072603944228112
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of bone (disorder),0.0020097977640999875
Cholesterol [Mass/volume] in Serum or Plasma,Chronic kidney disease stage 4 (disorder),0.0019469915839718627
Cholesterol [Mass/volume] in Serum or Plasma,History of renal transplant (situation),0.0019469915839718627
Cholesterol [Mass/volume] in Serum or Plasma,Awaiting transplantation of kidney (situation),0.0018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Streptococcal sore throat (disorder),0.0018213792237156137
Cholesterol [Mass/volume] in Serum or Plasma,Sleep disorder (disorder),0.0018213792237156137
Cholesterol [Mass/volume] in Serum or Plasma,Miscarriage in first trimester,0.0016329606833312398
Cholesterol [Mass/volume] in Serum or Plasma,Acute infective cystitis (disorder),0.0015701545032031153
Cholesterol [Mass/volume] in Serum or Plasma,Sprain of ankle,0.0015073483230749905
Cholesterol [Mass/volume] in Serum or Plasma,Myocardial infarction (disorder),0.0015073483230749905
Cholesterol [Mass/volume] in Serum or Plasma,Concussion injury of brain (disorder),0.001444542142946866
Cholesterol [Mass/volume] in Serum or Plasma,Served in armed forces (finding),0.001444542142946866
Cholesterol [Mass/volume] in Serum or Plasma,Neuropathy due to type 2 diabetes mellitus (disorder),0.0013817359628187414
Cholesterol [Mass/volume] in Serum or Plasma,Sinusitis (disorder),0.0013817359628187414
Cholesterol [Mass/volume] in Serum or Plasma,Acute non-ST segment elevation myocardial infarction (disorder),0.0013189297826906167
Cholesterol [Mass/volume] in Serum or Plasma,Alveolitis of jaw (disorder),0.0012561236025624921
Cholesterol [Mass/volume] in Serum or Plasma,History of appendectomy,0.0011933174224343676
Cholesterol [Mass/volume] in Serum or Plasma,Osteoarthritis of knee,0.0011933174224343676
Cholesterol [Mass/volume] in Serum or Plasma,Recurrent urinary tract infection (disorder),0.0011933174224343676
Cholesterol [Mass/volume] in Serum or Plasma,Retinopathy due to type 2 diabetes mellitus (disorder),0.0011305112423062428
Cholesterol [Mass/volume] in Serum or Plasma,Suspected COVID-19,0.0010677050621781183
Cholesterol [Mass/volume] in Serum or Plasma,Obstructive sleep apnea syndrome (disorder),0.0010677050621781183
Cholesterol [Mass/volume] in Serum or Plasma,End-stage renal disease (disorder),0.0010677050621781183
Cholesterol [Mass/volume] in Serum or Plasma,COVID-19,0.0010677050621781183
Cholesterol [Mass/volume] in Serum or Plasma,Acute bacterial sinusitis (disorder),0.0010048988820499938
Cholesterol [Mass/volume] in Serum or Plasma,Only received primary school education (finding),0.0010048988820499938
Cholesterol [Mass/volume] in Serum or Plasma,Burn injury (morphologic abnormality),0.0009420927019218691
Cholesterol [Mass/volume] in Serum or Plasma,Fever (finding),0.0009420927019218691
Cholesterol [Mass/volume] in Serum or Plasma,Complete miscarriage (disorder),0.0009420927019218691
Cholesterol [Mass/volume] in Serum or Plasma,Dependent drug abuse (disorder),0.0009420927019218691
Cholesterol [Mass/volume] in Serum or Plasma,Sprain of wrist,0.0008792865217937445
Cholesterol [Mass/volume] in Serum or Plasma,Osteoporosis (disorder),0.0008792865217937445
Cholesterol [Mass/volume] in Serum or Plasma,Concussion with no loss of consciousness,0.0008792865217937445
Cholesterol [Mass/volume] in Serum or Plasma,Injury of neck (disorder),0.0008792865217937445
Cholesterol [Mass/volume] in Serum or Plasma,Whiplash injury to neck,0.0008792865217937445
Cholesterol [Mass/volume] in Serum or Plasma,Chronic congestive heart failure (disorder),0.0008164803416656199
Cholesterol [Mass/volume] in Serum or Plasma,Acute ST segment elevation myocardial infarction (disorder),0.0008164803416656199
Cholesterol [Mass/volume] in Serum or Plasma,Sepsis (disorder),0.0007536741615374953
Cholesterol [Mass/volume] in Serum or Plasma,Chronic intractable migraine without aura,0.0007536741615374953
Cholesterol [Mass/volume] in Serum or Plasma,Sleep apnea (disorder),0.0007536741615374953
Cholesterol [Mass/volume] in Serum or Plasma,Chronic pain,0.0007536741615374953
Cholesterol [Mass/volume] in Serum or Plasma,Impacted molars,0.0007536741615374953
Cholesterol [Mass/volume] in Serum or Plasma,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),0.0006908679814093707
Cholesterol [Mass/volume] in Serum or Plasma,Laceration of thigh,0.0006280618012812461
Cholesterol [Mass/volume] in Serum or Plasma,Epidermal burn of skin (disorder),0.0006280618012812461
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of ankle,0.0006280618012812461
Cholesterol [Mass/volume] in Serum or Plasma,Osteoarthritis of hip,0.0006280618012812461
Cholesterol [Mass/volume] in Serum or Plasma,Laceration of forearm,0.0006280618012812461
Cholesterol [Mass/volume] in Serum or Plasma,Suspected prostate cancer (situation),0.0005652556211531214
Cholesterol [Mass/volume] in Serum or Plasma,Otitis media,0.0005652556211531214
Cholesterol [Mass/volume] in Serum or Plasma,Pulmonary emphysema (disorder),0.0005652556211531214
Cholesterol [Mass/volume] in Serum or Plasma,Malignant neoplasm of breast (disorder),0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of forearm,0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Fibromyalgia (disorder),0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Cough (finding),0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Facial laceration,0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Resorption of alveolar process due to dental trauma (disorder),0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Torus palatinus (disorder),0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Recurrent rectal polyp,0.0005024494410249969
Cholesterol [Mass/volume] in Serum or Plasma,Chronic obstructive bronchitis (disorder),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Alcoholism,0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Fatigue (finding),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Carcinoma in situ of prostate (disorder),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Neoplasm of prostate,0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Localized  primary osteoarthritis of the hand,0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Injury of knee (disorder),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,History of aortic valve replacement (situation),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Laceration of foot,0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Loss of taste (finding),0.0004396432608968722
Cholesterol [Mass/volume] in Serum or Plasma,Aortic valve regurgitation (disorder),0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Alzheimer's disease (disorder),0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,History of single seizure (situation),0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Seizure disorder,0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Antepartum eclampsia,0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Sterilization requested (situation),0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Concussion with loss of consciousness,0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Blighted ovum,0.00037683708076874763
Cholesterol [Mass/volume] in Serum or Plasma,Sputum finding (finding),0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Miscarriage in second trimester,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Smokes tobacco daily,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Wheezing (finding),0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Second degree burn,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Tubal pregnancy,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Infectious mediastinitis (disorder),0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of clavicle,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of rib,0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Dyspnea (finding),0.00031403090064062303
Cholesterol [Mass/volume] in Serum or Plasma,Injury of tendon of the rotator cuff of shoulder,0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Preeclampsia,0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Pneumonia (disorder),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Homeless (finding),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Brain damage - traumatic,0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Aortic valve stenosis (disorder),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Laceration of hand,0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Atrial fibrillation (disorder),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Hypoxemia (disorder),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Respiratory distress (finding),0.00025122472051249844
Cholesterol [Mass/volume] in Serum or Plasma,Primary fibromyalgia syndrome,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Malignant tumor of colon,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Fetus with chromosomal abnormality,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Epilepsy,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Pathological fracture due to osteoporosis (disorder),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Multiple myeloma (disorder),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Suspected lung cancer (situation),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Gout,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Injury of anterior cruciate ligament,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Non-small cell carcinoma of lung  TNM stage 1 (disorder),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Opioid abuse (disorder),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Body mass index 40+ - severely obese (finding),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Non-small cell lung cancer (disorder),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Chill (finding),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Cholelithiasis,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,History of autologous bone marrow transplant (situation),0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Acute Cholecystitis,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Fracture subluxation of wrist,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Primary malignant neoplasm of colon,0.00018841854038437382
Cholesterol [Mass/volume] in Serum or Plasma,Septic shock (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,History of peripheral stem cell transplant (situation),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Fracture of mandible (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Atopic dermatitis,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Major depression disorder,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Pneumonia,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Mitral valve regurgitation (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Rupture of patellar tendon,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Sore throat symptom (finding),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Transformed migraine (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Stroke,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Gunshot wound (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Bullet wound,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Appendicitis,0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Awaiting transplantation of bone marrow (situation),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Leukemia  disease (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Muscle pain (finding),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Joint pain (finding),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Acute respiratory failure (disorder),0.00012561236025624922
Cholesterol [Mass/volume] in Serum or Plasma,Pyelonephritis,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Acute deep venous thrombosis (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Acquired immune deficiency syndrome (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Poor muscle tone (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Spasticity (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Died in hospice (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Headache (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Acute respiratory distress syndrome (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Perennial allergic rhinitis,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Intellectual disability (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Gastroesophageal reflux disease (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Cerebral palsy (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Congenital uterine anomaly,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Contact dermatitis,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,History of aortic valve repair (situation),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Familial Alzheimer's disease of early onset (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Overlapping malignant neoplasm of colon,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Tear of meniscus of knee,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Metastasis from malignant tumor of prostate (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Vomiting symptom (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Kidney transplant failure and rejection (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Acute pulmonary embolism (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Nausea (finding),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Sepsis caused by virus (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Closed fracture of hip,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Tongue tie (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Complication occuring during pregnancy,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Pulmonic valve stenosis (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Injury of medial collateral ligament of knee,6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Human immunodeficiency virus infection (disorder),6.280618012812461e-05
Cholesterol [Mass/volume] in Serum or Plasma,Toxoplasma gondii antibody positive (finding),6.280618012812461e-05
Triglycerides,Medication review due (situation),0.2064564099386579
Triglycerides,Stress (finding),0.09226098271268356
Triglycerides,Full-time employment (finding),0.07937294751843361
Triglycerides,Gingivitis (disorder),0.0758411301815478
Triglycerides,Part-time employment (finding),0.05316314517628106
Triglycerides,Limited social contact (finding),0.03383109238490613
Triglycerides,Social isolation (finding),0.03283970506227152
Triglycerides,Not in labor force (finding),0.0306710452940083
Triglycerides,Gingival disease (disorder),0.02007559328335089
Triglycerides,Victim of intimate partner abuse (finding),0.019951669868021563
Triglycerides,Reports of violence in the environment (finding),0.01759712497676436
Triglycerides,Primary dental caries (disorder),0.01511865667017783
Triglycerides,Viral sinusitis (disorder),0.014065307639878556
Triglycerides,Received higher education (finding),0.01090526054898073
Triglycerides,Unemployed (finding),0.010657413718322076
Triglycerides,Body mass index 30+ - obesity (finding),0.01034760517999876
Triglycerides,Essential hypertension (disorder),0.009913873226346117
Triglycerides,Hyperlipidemia,0.00879856248838218
Triglycerides,Prediabetes,0.008178945411735547
Triglycerides,Anemia (disorder),0.007993060288741558
Triglycerides,Acute viral pharyngitis (disorder),0.007559328335088915
Triglycerides,Metabolic syndrome X (disorder),0.007373443212094925
Triglycerides,Abnormal findings diagnostic imaging heart+coronary circulat (finding),0.00650597930478964
Triglycerides,Acute bronchitis (disorder),0.006444017597124977
Triglycerides,Ischemic heart disease (disorder),0.006258132474130987
Triglycerides,Has a criminal record (finding),0.0055765536898196915
Triglycerides,Disorder of kidney due to diabetes mellitus (disorder),0.005080860028502386
Triglycerides,Infection of tooth (disorder),0.005018898320837723
Triglycerides,Diabetes mellitus type 2 (disorder),0.004771051490179069
Triglycerides,Hypertriglyceridemia (disorder),0.004709089782514406
Triglycerides,Chronic kidney disease stage 1 (disorder),0.004709089782514406
Triglycerides,Microalbuminuria due to type 2 diabetes mellitus (disorder),0.004709089782514406
Triglycerides,Chronic kidney disease stage 2 (disorder),0.00439928124419109
Triglycerides,Transport problem (finding),0.004337319536526427
Triglycerides,Lack of access to transportation (finding),0.004337319536526427
Triglycerides,Dental filling lost (finding),0.0042133961211971
Triglycerides,Chronic sinusitis (disorder),0.004151434413532437
Triglycerides,Loss of teeth (disorder),0.004089472705867773
Triglycerides,Past pregnancy history of miscarriage (situation),0.00402751099820311
Triglycerides,Chronic pain (finding),0.003841625875209121
Triglycerides,Severe anxiety (panic) (finding),0.003717702459879794
Triglycerides,Proteinuria due to type 2 diabetes mellitus (disorder),0.003655740752215131
Triglycerides,Chronic low back pain (finding),0.0035318173368858044
Triglycerides,Loose dental filling (finding),0.0035318173368858044
Triglycerides,Unhealthy alcohol drinking behavior (finding),0.0033459322138918147
Triglycerides,History of myocardial infarction (situation),0.0032839705062271515
Triglycerides,Chronic kidney disease stage 3 (disorder),0.0032839705062271515
Triglycerides,Fractured dental filling (finding),0.0032220087985624884
Triglycerides,Risk activity involvement (finding),0.0031600470908978253
Triglycerides,Housing unsatisfactory (finding),0.0031600470908978253
Triglycerides,Leaking dental filling (finding),0.0030980853832331618
Triglycerides,History of coronary artery bypass grafting (situation),0.0027263151372451827
Triglycerides,Fracture of bone (disorder),0.0024784683065865293
Triglycerides,Refugee (person),0.0024165065989218662
Triglycerides,Polyp of colon,0.002354544891257203
Triglycerides,History of renal transplant (situation),0.002354544891257203
Triglycerides,Chronic kidney disease stage 4 (disorder),0.0022306214759278764
Triglycerides,Awaiting transplantation of kidney (situation),0.0021686597682632133
Triglycerides,Drug overdose,0.0021686597682632133
Triglycerides,Sprain (morphologic abnormality),0.00210669806059855
Triglycerides,Myocardial infarction (disorder),0.0020447363529338867
Triglycerides,Normal pregnancy,0.0020447363529338867
Triglycerides,Laceration - injury (disorder),0.0019827746452692236
Triglycerides,History of tubal ligation (situation),0.0019208129376045604
Triglycerides,Chronic neck pain (finding),0.0019208129376045604
Triglycerides,Hyperglycemia (disorder),0.001858851229939897
Triglycerides,Acute non-ST segment elevation myocardial infarction (disorder),0.001796889522275234
Triglycerides,Received certificate of high school equivalency (finding),0.0017349278146105707
Triglycerides,Sleep disorder (disorder),0.0016729661069459073
Triglycerides,Osteoporosis (disorder),0.0016729661069459073
Triglycerides,Served in armed forces (finding),0.0016110043992812442
Triglycerides,Streptococcal sore throat (disorder),0.0016110043992812442
Triglycerides,Sprain of ankle,0.0014251192762872544
Triglycerides,Acute ST segment elevation myocardial infarction (disorder),0.0014251192762872544
Triglycerides,Neuropathy due to type 2 diabetes mellitus (disorder),0.0014251192762872544
Triglycerides,Osteoarthritis of knee,0.0014251192762872544
Triglycerides,History of appendectomy,0.001301195860957928
Triglycerides,Concussion injury of brain (disorder),0.0012392341532932647
Triglycerides,Acute bacterial sinusitis (disorder),0.0012392341532932647
Triglycerides,Misuses drugs (finding),0.0011772724456286016
Triglycerides,Alzheimer's disease (disorder),0.0011153107379639382
Triglycerides,End-stage renal disease (disorder),0.0011153107379639382
Triglycerides,COVID-19,0.001053349030299275
Triglycerides,Suspected COVID-19,0.001053349030299275
Triglycerides,Retinopathy due to type 2 diabetes mellitus (disorder),0.001053349030299275
Triglycerides,Alveolitis of jaw (disorder),0.0009913873226346118
Triglycerides,Fever (finding),0.0009913873226346118
Triglycerides,Acute infective cystitis (disorder),0.0009913873226346118
